"State Universities and Colleges-Western Visayas College of Science and Technology-Basic Pay, Civilian-Western Visayas College of Science and Technology",193
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Western Visayas College of Science and Technology,250
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Western Visayas College of Science and Technology,30
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Western Visayas College of Science and Technology,980
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Don Jose Sustiguer Monfort Memorial National College,260
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Purificacion Dolar Monfort College,220
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Leon National College of Agriculture,225
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Southern Iloilo Polytechnic College,520
State Universities and Colleges-Western Visayas College of Science and Technology-Clothing/ Uniform Allowance-Western Visayas College of Science and Technology,5
"State Universities and Colleges-Western Visayas College of Science and Technology-Contractual, Casual and Emergency Personnel-Western Visayas College of Science and Technology",996
"State Universities and Colleges-Western Visayas College of Science and Technology-Contractual, Casual and Emergency Personnel-Western Visayas College of Science and Technology",403
"State Universities and Colleges-Western Visayas College of Science and Technology-Contractual, Casual and Emergency Personnel-Don Jose Sustiguer Monfort Memorial National College",223
"State Universities and Colleges-Western Visayas College of Science and Technology-Contractual, Casual and Emergency Personnel-Purificacion Dolar Monfort College",204
"State Universities and Colleges-Western Visayas College of Science and Technology-Contractual, Casual and Emergency Personnel-Leon National College of Agriculture",40
"State Universities and Colleges-Western Visayas College of Science and Technology-Contractual, Casual and Emergency Personnel-Southern Iloilo Polytechnic College",223
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Western Visayas College of Science and Technology,3000
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Western Visayas College of Science and Technology,1200
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Western Visayas College of Science and Technology,3200
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Don Jose Sustiguer Monfort Memorial National College,300
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Purificacion Dolar Monfort College,500
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Leon National College of Agriculture,200
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Southern Iloilo Polytechnic College,3060
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Western Visayas College of Science and Technology,100
State Universities and Colleges-Western Visayas College of Science and Technology-Electricity Expenses-Western Visayas College of Science and Technology,200
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Western Visayas College of Science and Technology,60
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Western Visayas College of Science and Technology,8
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Western Visayas College of Science and Technology,236
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Don Jose Sustiguer Monfort Memorial National College,63
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Purificacion Dolar Monfort College,53
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Leon National College of Agriculture,54
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Southern Iloilo Polytechnic College,125
State Universities and Colleges-Western Visayas College of Science and Technology-Employees Compensation Insurance Premiums (ECIP)-Western Visayas College of Science and Technology,2
State Universities and Colleges-Western Visayas College of Science and Technology-Extraordinary  Expenses-Western Visayas College of Science and Technology,122
"State Universities and Colleges-Western Visayas College of Science and Technology-Gasoline, Oil and Lubricants Expenses-Western Visayas College of Science and Technology",80
"State Universities and Colleges-Western Visayas College of Science and Technology-Gasoline, Oil and Lubricants Expenses-Don Jose Sustiguer Monfort Memorial National College",73
"State Universities and Colleges-Western Visayas College of Science and Technology-Gasoline, Oil and Lubricants Expenses-Purificacion Dolar Monfort College",107
"State Universities and Colleges-Western Visayas College of Science and Technology-Gasoline, Oil and Lubricants Expenses-Leon National College of Agriculture",153
State Universities and Colleges-Western Visayas College of Science and Technology-General Services-Western Visayas College of Science and Technology,1863
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Western Visayas College of Science and Technology,122
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Western Visayas College of Science and Technology,21
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Western Visayas College of Science and Technology,698
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Don Jose Sustiguer Monfort Memorial National College,158
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Purificacion Dolar Monfort College,127
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Leon National College of Agriculture,130
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Southern Iloilo Polytechnic College,334
State Universities and Colleges-Western Visayas College of Science and Technology-Health Insurance Premiums-Western Visayas College of Science and Technology,3
State Universities and Colleges-Western Visayas College of Science and Technology-Honoraria-Western Visayas College of Science and Technology,329
State Universities and Colleges-Western Visayas College of Science and Technology-Honoraria-Don Jose Sustiguer Monfort Memorial National College,80
State Universities and Colleges-Western Visayas College of Science and Technology-Honoraria-Purificacion Dolar Monfort College,100
State Universities and Colleges-Western Visayas College of Science and Technology-Honoraria-Leon National College of Agriculture,29
State Universities and Colleges-Western Visayas College of Science and Technology-Honoraria-Southern Iloilo Polytechnic College,25
State Universities and Colleges-Western Visayas College of Science and Technology-Honoraria-Western Visayas College of Science and Technology,50
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Western Visayas College of Science and Technology,400
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Western Visayas College of Science and Technology,300
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Western Visayas College of Science and Technology,1500
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Don Jose Sustiguer Monfort Memorial National College,150
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Purificacion Dolar Monfort College,150
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Leon National College of Agriculture,150
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Southern Iloilo Polytechnic College,1000
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Western Visayas College of Science and Technology,200
State Universities and Colleges-Western Visayas College of Science and Technology-Local Travel-Western Visayas College of Science and Technology,250
State Universities and Colleges-Western Visayas College of Science and Technology-Magna Carta of Public Health Workers per R.A. 7305-Western Visayas College of Science and Technology,50
State Universities and Colleges-Western Visayas College of Science and Technology-Magna Carta of Public Health Workers per R.A. 7305-Don Jose Sustiguer Monfort Memorial National College,25
State Universities and Colleges-Western Visayas College of Science and Technology-Magna Carta of Public Health Workers per R.A. 7305-Purificacion Dolar Monfort College,13
State Universities and Colleges-Western Visayas College of Science and Technology-Magna Carta of Public Health Workers per R.A. 7305-Leon National College of Agriculture,25
State Universities and Colleges-Western Visayas College of Science and Technology-Magna Carta of Public Health Workers per R.A. 7305-Southern Iloilo Polytechnic College,25
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Western Visayas College of Science and Technology,1870
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Western Visayas College of Science and Technology,500
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Western Visayas College of Science and Technology,2982
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Don Jose Sustiguer Monfort Memorial National College,1427
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Leon National College of Agriculture,647
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Southern Iloilo Polytechnic College,2400
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Western Visayas College of Science and Technology,1600
State Universities and Colleges-Western Visayas College of Science and Technology-Office Supplies Expenses-Western Visayas College of Science and Technology,1100
State Universities and Colleges-Western Visayas College of Science and Technology-Other Buildings and Structures Outlays-3 Storey Hometel,7700
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Western Visayas College of Science and Technology,2337
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Western Visayas College of Science and Technology,3900
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Don Jose Sustiguer Monfort Memorial National College,1300
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Purificacion Dolar Monfort College,1000
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Leon National College of Agriculture,1000
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Southern Iloilo Polytechnic College,1500
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Western Visayas College of Science and Technology,1200
State Universities and Colleges-Western Visayas College of Science and Technology-Other Professional Services-Western Visayas College of Science and Technology,700
State Universities and Colleges-Western Visayas College of Science and Technology-Other Supplies-Purificacion Dolar Monfort College,243
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Western Visayas College of Science and Technology,60
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Western Visayas College of Science and Technology,8
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Western Visayas College of Science and Technology,236
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Don Jose Sustiguer Monfort Memorial National College,63
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Purificacion Dolar Monfort College,53
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Leon National College of Agriculture,54
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Southern Iloilo Polytechnic College,125
State Universities and Colleges-Western Visayas College of Science and Technology-PAG IBIG Contributions-Western Visayas College of Science and Technology,2
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Western Visayas College of Science and Technology,1200
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Western Visayas College of Science and Technology,144
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Western Visayas College of Science and Technology,4704
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Don Jose Sustiguer Monfort Memorial National College,1248
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Purificacion Dolar Monfort College,1056
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Leon National College of Agriculture,1080
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Southern Iloilo Polytechnic College,2496
State Universities and Colleges-Western Visayas College of Science and Technology-Personnel Economic Relief Allowance-Western Visayas College of Science and Technology,24
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Western Visayas College of Science and Technology,100
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Western Visayas College of Science and Technology,12
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Western Visayas College of Science and Technology,392
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Don Jose Sustiguer Monfort Memorial National College,104
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Purificacion Dolar Monfort College,88
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Leon National College of Agriculture,90
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Southern Iloilo Polytechnic College,208
State Universities and Colleges-Western Visayas College of Science and Technology-Productivity Incentive Benefits-Western Visayas College of Science and Technology,2
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Western Visayas College of Science and Technology,4000
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Western Visayas College of Science and Technology,3000
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Don Jose Sustiguer Monfort Memorial National College,500
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Purificacion Dolar Monfort College,450
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Leon National College of Agriculture,300
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Southern Iloilo Polytechnic College,2000
State Universities and Colleges-Western Visayas College of Science and Technology-Repair and Maintenance   Buildings and Structures-Western Visayas College of Science and Technology,50
State Universities and Colleges-Western Visayas College of Science and Technology-Representation Allowance-Western Visayas College of Science and Technology,380
State Universities and Colleges-Western Visayas College of Science and Technology-Representation Expenses-Western Visayas College of Science and Technology,1000
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Western Visayas College of Science and Technology,32
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Western Visayas College of Science and Technology,5
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Western Visayas College of Science and Technology,188
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Don Jose Sustiguer Monfort Memorial National College,35
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Purificacion Dolar Monfort College,27
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Leon National College of Agriculture,28
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Southern Iloilo Polytechnic College,70
State Universities and Colleges-Western Visayas College of Science and Technology-Step Increments for Length of Service-Western Visayas College of Science and Technology,1
State Universities and Colleges-Western Visayas College of Science and Technology-Substitute Teachers-Purificacion Dolar Monfort College,175
State Universities and Colleges-Western Visayas College of Science and Technology-Substitute Teachers-Leon National College of Agriculture,90
State Universities and Colleges-Western Visayas College of Science and Technology-Substitute Teachers-Southern Iloilo Polytechnic College,134
State Universities and Colleges-Western Visayas College of Science and Technology-Substitute Teachers-Western Visayas College of Science and Technology,500
"State Universities and Colleges-Western Visayas College of Science and Technology-Taxes, Duties and Fees-Western Visayas College of Science and Technology",150
"State Universities and Colleges-Western Visayas College of Science and Technology-Taxes, Duties and Fees-Leon National College of Agriculture",20
"State Universities and Colleges-Western Visayas College of Science and Technology-Taxes, Duties and Fees-Southern Iloilo Polytechnic College",20
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Western Visayas College of Science and Technology,300
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Western Visayas College of Science and Technology,200
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Don Jose Sustiguer Monfort Memorial National College,50
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Purificacion Dolar Monfort College,100
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Leon National College of Agriculture,100
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Southern Iloilo Polytechnic College,120
State Universities and Colleges-Western Visayas College of Science and Technology-Telephone   Landline-Western Visayas College of Science and Technology,50
State Universities and Colleges-Western Visayas College of Science and Technology-Training  Expenses-Western Visayas College of Science and Technology,500
State Universities and Colleges-Western Visayas College of Science and Technology-Training  Expenses-Western Visayas College of Science and Technology,500
State Universities and Colleges-Western Visayas College of Science and Technology-Training  Expenses-Don Jose Sustiguer Monfort Memorial National College,100
State Universities and Colleges-Western Visayas College of Science and Technology-Training  Expenses-Purificacion Dolar Monfort College,200
State Universities and Colleges-Western Visayas College of Science and Technology-Training  Expenses-Leon National College of Agriculture,230
State Universities and Colleges-Western Visayas College of Science and Technology-Training  Expenses-Southern Iloilo Polytechnic College,600
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Western Visayas College of Science and Technology,378
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Western Visayas College of Science and Technology,200
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Don Jose Sustiguer Monfort Memorial National College,100
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Purificacion Dolar Monfort College,250
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Leon National College of Agriculture,200
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Southern Iloilo Polytechnic College,300
State Universities and Colleges-Western Visayas College of Science and Technology-Transportation and Delivery Expenses-Western Visayas College of Science and Technology,50
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Western Visayas College of Science and Technology,1315
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Western Visayas College of Science and Technology,196
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Western Visayas College of Science and Technology,7231
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Don Jose Sustiguer Monfort Memorial National College,1416
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Purificacion Dolar Monfort College,1111
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Leon National College of Agriculture,1143
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Southern Iloilo Polytechnic College,2852
State Universities and Colleges-Western Visayas College of Science and Technology-Year End Bonus-Western Visayas College of Science and Technology,22
State Universities and Colleges-West Visayas State University-Auditing Services-West Visayas State University,70
State Universities and Colleges-West Visayas State University-Awards and Indemnities-West Visayas State University,50
State Universities and Colleges-West Visayas State University-Awards and Indemnities-West Visayas State University,50
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",21976
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",2893
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",58754
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",8198
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",91297
